date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,iso
2023-03-09,29425,231,0,0,0,0,2023-03-10 04:21:03,29194,0,0.0079,IND
2023-03-09,11415,52,0,0,0,0,2023-03-10 04:21:03,11363,0,0.0046,IND
2023-03-09,1054978,10777,0,8,0,0,2023-03-10 04:21:03,1044201,8,0.0102,IND
2023-03-09,8138129,148424,0,144,1,0,2023-03-10 04:21:03,7989705,143,0.0182,IND
2023-03-09,139924,2149,0,0,0,0,2023-03-10 04:21:03,137775,0,0.0154,IND
2023-03-09,96788,1625,0,0,0,0,2023-03-10 04:21:03,95163,0,0.0168,IND
2023-03-09,238969,726,0,1,0,0,2023-03-10 04:21:03,238243,1,0.003,IND
2023-03-09,35988,782,0,0,0,0,2023-03-10 04:21:03,35206,0,0.0217,IND
2023-03-09,1336717,9205,0,1,0,0,2023-03-10 04:21:03,1327512,1,0.0069,IND
2023-03-09,175872,1975,0,9,0,0,2023-03-10 04:21:03,173897,9,0.0112,IND
2023-03-09,785724,19289,0,1239,0,0,2023-03-10 04:21:03,766435,1239,0.0245,IND
2023-03-09,1315637,9656,0,7,1,0,2023-03-10 04:21:03,1305981,6,0.0073,IND
2023-03-09,44325,500,0,0,0,0,2023-03-10 04:21:03,43825,0,0.0113,IND
2023-03-09,3595123,38049,0,66,0,0,2023-03-10 04:21:03,3557074,66,0.0106,IND
2023-03-09,841897,4111,0,67,0,0,2023-03-10 04:21:03,837786,67,0.0049,IND
2023-03-09,108034,940,0,0,0,0,2023-03-10 04:21:03,107094,0,0.0087,IND
2023-03-09,0,0,0,0,0,0,2023-03-10 04:21:03,0,0,0.0,IND
2023-03-09,2128222,23648,0,1,0,0,2023-03-10 04:21:03,2104574,1,0.0111,IND
2023-03-09,449488,7753,0,1,0,0,2023-03-10 04:21:03,441735,1,0.0172,IND
2023-03-09,2118857,21533,0,4,0,0,2023-03-10 04:21:03,2097324,4,0.0102,IND
2023-03-09,6738225,160941,0,307,4,0,2023-03-10 04:21:03,6577284,303,0.0239,IDN
2023-03-09,7572311,144933,0,315,11,0,2023-03-10 04:21:03,7427378,304,0.0191,IRN
2023-03-09,2465545,25375,0,0,0,0,2023-03-10 04:21:03,2440170,0,0.0103,IRQ
2023-03-09,1704502,8708,0,0,0,0,2023-03-10 04:21:03,1695794,0,0.0051,IRL
2023-03-09,4803824,12329,0,660,4,0,2023-03-10 04:21:03,4791495,656,0.0026,ISR
2023-03-09,651674,3931,0,0,0,0,2023-03-10 04:21:03,647743,0,0.006,ITA
2023-03-09,199646,1021,0,0,0,0,2023-03-10 04:21:03,198625,0,0.0051,ITA
2023-03-09,631613,3347,0,0,0,0,2023-03-10 04:21:03,628266,0,0.0053,ITA
2023-03-09,2444797,11791,0,0,0,0,2023-03-10 04:21:03,2433006,0,0.0048,ITA
2023-03-09,2136671,19283,0,0,0,0,2023-03-10 04:21:03,2117388,0,0.009,ITA
2023-03-09,575033,5998,0,0,0,0,2023-03-10 04:21:03,569035,0,0.0104,ITA
2023-03-09,2385069,12787,0,0,0,0,2023-03-10 04:21:03,2372282,0,0.0054,ITA
2023-03-09,661284,5880,0,0,0,0,2023-03-10 04:21:03,655404,0,0.0089,ITA
2023-03-09,4118413,45558,0,0,0,0,2023-03-10 04:21:03,4072855,0,0.0111,ITA
2023-03-09,714100,4399,0,0,0,0,2023-03-10 04:21:03,709701,0,0.0062,ITA
2023-03-09,101826,719,0,0,0,0,2023-03-10 04:21:03,101107,0,0.0071,ITA
2023-03-09,293808,1610,0,0,0,0,2023-03-10 04:21:03,292198,0,0.0055,ITA
2023-03-09,243951,1647,0,0,0,0,2023-03-10 04:21:03,242304,0,0.0068,ITA
2023-03-09,1719738,13828,0,0,0,0,2023-03-10 04:21:03,1705910,0,0.008,ITA
2023-03-09,1626850,9646,0,0,0,0,2023-03-10 04:21:03,1617204,0,0.0059,ITA
2023-03-09,509829,2923,0,0,0,0,2023-03-10 04:21:03,506906,0,0.0057,ITA
2023-03-09,1817733,12692,0,0,0,0,2023-03-10 04:21:03,1805041,0,0.007,ITA
2023-03-09,1589964,11574,0,0,0,0,2023-03-10 04:21:03,1578390,0,0.0073,ITA
2023-03-09,438301,2449,0,0,0,0,2023-03-10 04:21:03,435852,0,0.0056,ITA
2023-03-09,50448,567,0,0,0,0,2023-03-10 04:21:03,49881,0,0.0112,ITA
2023-03-09,2692762,16672,0,0,0,0,2023-03-10 04:21:03,2676090,0,0.0062,ITA
2023-03-09,154416,3514,0,129,3,0,2023-03-10 04:21:03,150902,126,0.0228,JAM
2023-03-09,2100094,4285,0,545,8,0,2023-03-10 04:21:03,2095809,537,0.002,JPN
2023-03-09,199130,588,0,83,0,0,2023-03-10 04:21:03,198542,83,0.003,JPN
2023-03-09,277922,640,0,104,0,0,2023-03-10 04:21:03,277282,104,0.0023,JPN
2023-03-09,1456535,3874,0,328,4,0,2023-03-10 04:21:03,1452661,324,0.0027,JPN
2023-03-09,314430,683,0,173,0,0,2023-03-10 04:21:03,313747,173,0.0022,JPN
2023-03-09,198871,196,0,70,0,0,2023-03-10 04:21:03,198675,70,0.001,JPN
2023-03-09,1579850,3164,0,397,1,0,2023-03-10 04:21:03,1576686,396,0.002,JPN
2023-03-09,401096,826,0,174,2,0,2023-03-10 04:21:03,400270,172,0.0021,JPN
2023-03-09,538509,1102,0,216,2,0,2023-03-10 04:21:03,537407,214,0.002,JPN
2023-03-09,437760,1077,0,179,3,0,2023-03-10 04:21:03,436683,176,0.0025,JPN
2023-03-09,796053,1346,0,307,2,0,2023-03-10 04:21:03,794707,305,0.0017,JPN
2023-03-09,1333535,4532,0,387,2,0,2023-03-10 04:21:03,1329003,385,0.0034,JPN
2023-03-09,1461481,3796,0,381,3,0,2023-03-10 04:21:03,1457685,378,0.0026,JPN
2023-03-09,634322,1279,0,199,1,0,2023-03-10 04:21:03,633043,198,0.002,JPN
2023-03-09,277113,501,0,88,1,0,2023-03-10 04:21:03,276612,87,0.0018,JPN
2023-03-09,233500,609,0,89,0,0,2023-03-10 04:21:03,232891,89,0.0026,JPN
2023-03-09,251256,613,0,68,0,0,2023-03-10 04:21:03,250643,68,0.0024,JPN
2023-03-09,439610,877,0,167,0,0,2023-03-10 04:21:03,438733,167,0.002,JPN
2023-03-09,2207465,4249,0,489,8,0,2023-03-10 04:21:03,2203216,481,0.0019,JPN
2023-03-09,168352,584,0,75,0,0,2023-03-10 04:21:03,167768,75,0.0035,JPN
2023-03-09,532492,1292,0,161,0,0,2023-03-10 04:21:03,531200,161,0.0024,JPN
2023-03-09,674377,1645,0,126,3,0,2023-03-10 04:21:03,672732,123,0.0024,JPN
2023-03-09,457736,1038,0,242,0,0,2023-03-10 04:21:03,456698,242,0.0023,JPN
2023-03-09,534019,938,0,217,0,0,2023-03-10 04:21:03,533081,217,0.0018,JPN
2023-03-09,318969,773,0,112,1,0,2023-03-10 04:21:03,318196,111,0.0024,JPN
2023-03-09,454729,861,0,264,1,0,2023-03-10 04:21:03,453868,263,0.0019,JPN
2023-03-09,335188,635,0,111,4,0,2023-03-10 04:21:03,334553,107,0.0019,JPN
2023-03-09,344394,855,0,62,0,0,2023-03-10 04:21:03,343539,62,0.0025,JPN
2023-03-09,452535,431,0,290,0,0,2023-03-10 04:21:03,452104,290,0.001,JPN
2023-03-09,301877,762,0,114,2,0,2023-03-10 04:21:03,301115,112,0.0025,JPN
2023-03-09,488838,838,0,173,2,0,2023-03-10 04:21:03,488000,171,0.0017,JPN
2023-03-09,576111,926,0,112,0,0,2023-03-10 04:21:03,575185,112,0.0016,JPN
2023-03-09,2818795,8401,0,474,5,0,2023-03-10 04:21:03,2810394,469,0.003,JPN
2023-03-09,22118,8,0,0,0,0,2022-11-22 23:21:06,22110,0,0.0004,JPN
2023-03-09,260131,489,0,78,1,0,2023-03-10 04:21:03,259642,77,0.0019,JPN
2023-03-09,1790744,3892,0,471,6,0,2023-03-10 04:21:03,1786852,465,0.0022,JPN
2023-03-09,372032,669,0,124,0,0,2023-03-10 04:21:03,371363,124,0.0018,JPN
2023-03-09,166928,296,0,128,0,0,2023-03-10 04:21:03,166632,128,0.0018,JPN
2023-03-09,862305,1375,0,365,5,0,2023-03-10 04:21:03,860930,360,0.0016,JPN
2023-03-09,419841,1058,0,211,2,0,2023-03-10 04:21:03,418783,209,0.0025,JPN
2023-03-09,165538,411,0,94,1,0,2023-03-10 04:21:03,165127,93,0.0025,JPN
2023-03-09,4323708,7998,0,794,5,0,2023-03-10 04:21:03,4315710,789,0.0018,JPN
2023-03-09,140744,260,0,86,1,0,2023-03-10 04:21:03,140484,85,0.0018,JPN
2023-03-09,235567,312,0,75,0,0,2023-03-10 04:21:03,235255,75,0.0013,JPN
2023-03-09,173,0,0,0,0,0,2022-11-22 23:21:06,173,0,0.0,JPN
2023-03-09,237568,516,0,80,1,0,2023-03-10 04:21:03,237052,79,0.0022,JPN
2023-03-09,224910,355,0,140,0,0,2023-03-10 04:21:03,224555,140,0.0016,JPN
2023-03-09,311938,741,0,142,1,0,2023-03-10 04:21:03,311197,141,0.0024,JPN
2023-03-09,189249,401,0,69,2,0,2023-03-10 04:21:03,188848,67,0.0021,JPN
2023-03-09,1746997,14122,0,0,0,0,2023-03-10 04:21:03,1732875,0,0.0081,JOR
2023-03-09,1498668,19071,0,0,0,0,2023-03-10 04:21:03,1479597,0,0.0127,KAZ
2023-03-09,342937,5688,0,0,0,0,2023-03-10 04:21:03,337249,0,0.0166,KEN
2023-03-09,5014,18,0,0,0,0,2023-03-10 04:21:03,4996,0,0.0036,KIR
2023-03-09,30615522,34093,0,10335,12,0,2023-03-10 04:21:03,30581429,10323,0.0011,KOR
2023-03-09,273312,3211,0,21,0,0,2023-03-10 04:21:03,270101,21,0.0117,RKS
2023-03-09,663860,2570,0,0,0,0,2023-03-10 04:21:03,661290,0,0.0039,KWT
2023-03-09,206708,2991,0,0,0,0,2023-03-10 04:21:03,203717,0,0.0145,KGZ
2023-03-09,218023,758,0,0,0,0,2023-03-10 04:21:03,217265,0,0.0035,LAO
2023-03-09,976255,6269,0,27,0,0,2023-03-10 04:21:03,969986,27,0.0064,LVA
2023-03-09,1232828,10841,0,179,1,0,2023-03-10 04:21:03,1221987,178,0.0088,LBN
2023-03-09,34790,723,0,0,0,0,2023-03-10 04:21:03,34067,0,0.0208,LSO
2023-03-09,8090,295,0,0,0,0,2023-03-10 04:21:03,7795,0,0.0365,LBR
2023-03-09,507187,6437,0,0,0,0,2023-03-10 04:21:03,500750,0,0.0127,LBY
2023-03-09,21432,89,0,0,0,0,2023-03-10 04:21:03,21343,0,0.0042,LIE
2023-03-09,1307448,9596,0,0,0,0,2023-03-10 04:21:03,1297852,0,0.0073,LTU
2023-03-09,317367,1220,0,0,0,0,2023-03-10 04:21:03,316147,0,0.0038,LUX
2023-03-09,9,2,0,0,0,0,2023-03-10 04:21:03,7,0,0.2222,NA-SHIP-MSZ
2023-03-09,67889,1423,0,0,0,0,2023-03-10 04:21:03,66466,0,0.021,MDG
2023-03-09,88707,2686,0,0,0,0,2023-03-10 04:21:03,86021,0,0.0303,MWI
2023-03-09,398660,4715,0,17,0,0,2023-03-10 04:21:03,393945,17,0.0118,MYS
2023-03-09,318825,2740,0,7,0,0,2023-03-10 04:21:03,316085,7,0.0086,MYS
2023-03-09,260181,1424,0,3,0,0,2023-03-10 04:21:03,258757,3,0.0055,MYS
2023-03-09,145426,1203,0,17,0,0,2023-03-10 04:21:03,144223,17,0.0083,MYS
2023-03-09,231174,1537,0,9,0,0,2023-03-10 04:21:03,229637,9,0.0066,MYS
2023-03-09,182784,1032,0,6,0,0,2023-03-10 04:21:03,181752,6,0.0056,MYS
2023-03-09,239281,2125,0,14,0,0,2023-03-10 04:21:03,237156,14,0.0089,MYS
2023-03-09,19014,198,0,0,0,0,2023-03-10 04:21:03,18816,0,0.0104,MYS
2023-03-09,307725,2064,0,9,0,0,2023-03-10 04:21:03,305661,9,0.0067,MYS
2023-03-09,406937,3202,0,2,0,0,2023-03-10 04:21:03,403735,2,0.0079,MYS
2023-03-09,324659,1788,0,9,0,0,2023-03-10 04:21:03,322871,9,0.0055,MYS
2023-03-09,1551065,10985,0,97,0,0,2023-03-10 04:21:03,1540080,97,0.0071,MYS
2023-03-09,133075,899,0,11,0,0,2023-03-10 04:21:03,132176,11,0.0068,MYS
2023-03-09,0,0,0,0,0,0,2023-03-10 04:21:03,0,0,0.0,MYS
2023-03-09,470285,2865,0,64,0,0,2023-03-10 04:21:03,467420,64,0.0061,MYS
2023-03-09,22981,158,0,3,0,0,2023-03-10 04:21:03,22823,3,0.0069,MYS
2023-03-09,32646,32,0,11,0,0,2023-03-10 04:21:03,32614,11,0.001,MYS
2023-03-09,185738,311,0,0,0,0,2023-03-10 04:21:03,185427,0,0.0017,MDV
2023-03-09,33062,743,0,1,0,0,2023-03-10 04:21:03,32319,1,0.0225,MLI
2023-03-09,117610,828,0,0,0,0,2023-03-10 04:21:03,116782,0,0.007,MLT
2023-03-09,15649,17,0,0,0,0,2023-03-10 04:21:03,15632,0,0.0011,MHL
2023-03-09,63668,997,0,0,0,0,2023-03-10 04:21:03,62671,0,0.0157,MRT
2023-03-09,296042,1044,0,0,0,0,2023-03-10 04:21:03,294998,0,0.0035,MUS
2023-03-09,90837,3630,0,47,0,0,2023-03-10 04:21:03,87207,47,0.04,MEX
2023-03-09,175704,12508,0,235,2,0,2023-03-10 04:21:03,163196,233,0.0712,MEX
2023-03-09,128552,2780,0,124,0,0,2023-03-10 04:21:03,125772,124,0.0216,MEX
2023-03-09,44242,2298,0,2,0,0,2023-03-10 04:21:03,41944,2,0.0519,MEX
2023-03-09,57462,2453,0,36,0,0,2023-03-10 04:21:03,55009,36,0.0427,MEX
2023-03-09,172643,10239,0,99,0,0,2023-03-10 04:21:03,162404,99,0.0593,MEX
2023-03-09,1858660,44044,0,2599,5,0,2023-03-10 04:21:03,1814616,2594,0.0237,MEX
2023-03-09,187173,9039,0,184,2,0,2023-03-10 04:21:03,178134,182,0.0483,MEX
2023-03-09,70936,2255,0,111,0,0,2023-03-10 04:21:03,68681,111,0.0318,MEX
2023-03-09,81548,3696,0,17,0,0,2023-03-10 04:21:03,77852,17,0.0453,MEX
2023-03-09,368546,15219,0,392,1,0,2023-03-10 04:21:03,353327,391,0.0413,MEX
2023-03-09,119037,6879,0,47,0,0,2023-03-10 04:21:03,112158,47,0.0578,MEX
2023-03-09,127406,8647,0,212,4,0,2023-03-10 04:21:03,118759,208,0.0679,MEX
2023-03-09,296024,20146,0,174,4,0,2023-03-10 04:21:03,275878,170,0.0681,MEX
2023-03-09,743439,48238,0,1217,7,0,2023-03-10 04:21:03,695201,1210,0.0649,MEX
2023-03-09,115872,9037,0,208,0,0,2023-03-10 04:21:03,106835,208,0.078,MEX
2023-03-09,99708,5461,0,117,0,0,2023-03-10 04:21:03,94247,117,0.0548,MEX
2023-03-09,76268,3274,0,69,0,0,2023-03-10 04:21:03,72994,69,0.0429,MEX
2023-03-09,422027,15503,0,906,4,0,2023-03-10 04:21:03,406524,902,0.0367,MEX
2023-03-09,157238,6404,0,146,4,0,2023-03-10 04:21:03,150834,142,0.0407,MEX
2023-03-09,221279,16748,0,278,1,0,2023-03-10 04:21:03,204531,277,0.0757,MEX
2023-03-09,185519,6426,0,154,3,0,2023-03-10 04:21:03,179093,151,0.0346,MEX
2023-03-09,120075,4459,0,29,0,0,2023-03-10 04:21:03,115616,29,0.0371,MEX
2023-03-09,252685,7666,0,168,1,0,2023-03-10 04:21:03,245019,167,0.0303,MEX
2023-03-09,182235,9972,0,113,2,0,2023-03-10 04:21:03,172263,111,0.0547,MEX
2023-03-09,201304,10349,0,114,0,0,2023-03-10 04:21:03,190955,114,0.0514,MEX
2023-03-09,221468,6182,0,3,0,0,2023-03-10 04:21:03,215286,3,0.0279,MEX
2023-03-09,183092,8329,0,66,0,0,2023-03-10 04:21:03,174763,66,0.0455,MEX
2023-03-09,60467,3142,0,90,1,0,2023-03-10 04:21:03,57325,89,0.052,MEX
2023-03-09,0,0,0,0,0,0,2023-03-10 04:21:03,0,0,0.0,MEX
2023-03-09,235708,17162,0,207,10,0,2023-03-10 04:21:03,218546,197,0.0728,MEX
2023-03-09,142925,7010,0,19,0,0,2023-03-10 04:21:03,135915,19,0.049,MEX
2023-03-09,83365,3993,0,42,1,0,2023-03-10 04:21:03,79372,41,0.0479,MEX
2023-03-09,611140,12003,0,0,0,0,2023-03-10 04:21:03,599137,0,0.0196,MDA
2023-03-09,16121,67,0,0,0,0,2023-03-10 04:21:03,16054,0,0.0042,MCO
2023-03-09,1007900,2136,0,0,0,0,2023-03-10 04:21:03,1005764,0,0.0021,MNG
2023-03-09,288808,2808,0,56,0,0,2023-03-10 04:21:03,286000,56,0.0097,MNE
2023-03-09,1272490,16296,0,0,0,0,2023-03-10 04:21:03,1256194,0,0.0128,MAR
2023-03-09,233214,2242,0,0,0,0,2023-03-10 04:21:03,230972,0,0.0096,MOZ
2023-03-09,171156,4090,0,0,0,0,2023-03-10 04:21:03,167066,0,0.0239,NAM
2023-03-09,5247,1,0,0,0,0,2023-03-10 04:21:03,5246,0,0.0002,NRU
2023-03-09,1001154,12020,0,4,0,0,2023-03-10 04:21:03,989134,4,0.012,NPL
2023-03-09,44044,282,0,0,0,0,2023-03-10 04:21:03,43762,0,0.0064,NLD
2023-03-09,11804,41,0,0,0,0,2023-03-10 04:21:03,11763,0,0.0035,NLD
2023-03-09,45986,301,0,0,0,0,2023-03-10 04:21:03,45685,0,0.0065,NLD
2023-03-09,216395,464,0,0,0,0,2023-03-10 04:21:03,215931,0,0.0021,NLD
2023-03-09,195741,341,0,0,0,0,2023-03-10 04:21:03,195400,0,0.0017,NLD
2023-03-09,292969,624,0,0,0,0,2023-03-10 04:21:03,292345,0,0.0021,NLD
2023-03-09,1053625,2952,0,0,0,0,2023-03-10 04:21:03,1050673,0,0.0028,NLD
2023-03-09,263961,368,0,0,0,0,2023-03-10 04:21:03,263593,0,0.0014,NLD
2023-03-09,566571,2209,0,0,0,0,2023-03-10 04:21:03,564362,0,0.0039,NLD
2023-03-09,1305321,3783,0,0,0,0,2023-03-10 04:21:03,1301538,0,0.0029,NLD
2023-03-09,1414184,3508,0,0,0,0,2023-03-10 04:21:03,1410676,0,0.0025,NLD
2023-03-09,599261,1459,0,0,0,0,2023-03-10 04:21:03,597802,0,0.0024,NLD
2023-03-09,11020,91,0,0,0,0,2023-03-10 04:21:03,10929,0,0.0083,NLD
2023-03-09,0,2,0,0,0,0,2023-03-10 04:21:03,-2,0,0.0,NLD
2023-03-09,708169,1581,0,0,0,0,2023-03-10 04:21:03,706588,0,0.0022,NLD
2023-03-09,180656,402,0,0,0,0,2023-03-10 04:21:03,180254,0,0.0022,NLD
2023-03-09,1803128,5299,0,0,0,0,2023-03-10 04:21:03,1797829,0,0.0029,NLD
2023-03-09,7031,2,0,0,0,0,2023-03-10 04:21:03,7029,0,0.0003,NZL
2023-03-09,792,0,0,1,0,0,2023-03-10 04:21:03,792,1,0.0,NZL
2023-03-09,2228291,2548,0,0,0,0,2023-03-10 04:21:03,2225743,0,0.0011,NZL
2023-03-09,15655,245,0,0,0,0,2023-03-10 04:21:03,15410,0,0.0156,NIC
2023-03-09,9508,315,0,0,0,0,2023-03-10 04:21:03,9193,0,0.0331,NER
2023-03-09,266598,3155,0,0,0,0,2023-03-10 04:21:03,263443,0,0.0118,NGA
2023-03-09,346852,9662,0,0,0,0,2023-03-10 04:21:03,337190,0,0.0279,MKD
2023-03-09,1479506,5213,0,53,0,0,2023-03-10 04:21:03,1474293,53,0.0035,NOR
2023-03-09,399449,4628,0,0,0,0,2023-03-10 04:21:03,394821,0,0.0116,OMN
2023-03-09,44343,793,0,0,0,0,2023-03-10 04:21:03,43550,0,0.0179,PAK
2023-03-09,36047,378,0,1,0,0,2023-03-10 04:21:03,35669,1,0.0105,PAK
2023-03-09,12095,191,0,0,0,0,2023-03-10 04:21:03,11904,0,0.0158,PAK
2023-03-09,139844,1031,0,25,0,0,2023-03-10 04:21:03,138813,25,0.0074,PAK
2023-03-09,225115,6376,0,8,0,0,2023-03-10 04:21:03,218739,8,0.0283,PAK
2023-03-09,524161,13618,0,75,0,0,2023-03-10 04:21:03,510543,75,0.026,PAK
2023-03-09,595806,8257,0,14,0,0,2023-03-10 04:21:03,587549,14,0.0139,PAK
2023-03-09,5991,9,0,0,0,0,2023-03-10 04:21:03,5982,0,0.0015,PLW
2023-03-09,1031731,8609,0,0,0,0,2023-03-10 04:21:03,1023122,0,0.0083,PAN
2023-03-09,46825,670,0,0,0,0,2023-03-10 04:21:03,46155,0,0.0143,PNG
2023-03-09,808401,19878,0,0,0,0,2023-03-10 04:21:03,788523,0,0.0246,PRY
2023-03-09,51138,1409,0,0,0,0,2023-03-10 04:21:03,49729,0,0.0276,PER
2023-03-09,159243,7382,0,0,0,0,2023-03-10 04:21:03,151861,0,0.0464,PER
2023-03-09,46163,1694,0,0,0,0,2023-03-10 04:21:03,44469,0,0.0367,PER
2023-03-09,291043,10600,0,0,0,0,2023-03-10 04:21:03,280443,0,0.0364,PER
2023-03-09,55696,2407,0,0,0,0,2023-03-10 04:21:03,53289,0,0.0432,PER
2023-03-09,111937,4605,0,0,0,0,2023-03-10 04:21:03,107332,0,0.0411,PER
2023-03-09,170402,10884,0,0,0,0,2023-03-10 04:21:03,159518,0,0.0639,PER
2023-03-09,146229,5287,0,0,0,0,2023-03-10 04:21:03,140942,0,0.0362,PER
2023-03-09,30172,1300,0,0,0,0,2023-03-10 04:21:03,28872,0,0.0431,PER
2023-03-09,60660,2976,0,0,0,0,2023-03-10 04:21:03,57684,0,0.0491,PER
2023-03-09,130224,9114,0,0,0,0,2023-03-10 04:21:03,121110,0,0.07,PER
2023-03-09,155282,7614,0,0,0,0,2023-03-10 04:21:03,147668,0,0.049,PER
2023-03-09,181814,11027,0,0,0,0,2023-03-10 04:21:03,170787,0,0.0606,PER
2023-03-09,129893,9486,0,0,0,0,2023-03-10 04:21:03,120407,0,0.073,PER
2023-03-09,2110001,96723,0,0,0,0,2023-03-10 04:21:03,2013278,0,0.0458,PER
2023-03-09,64716,4471,0,0,0,0,2023-03-10 04:21:03,60245,0,0.0691,PER
2023-03-09,21303,888,0,0,0,0,2023-03-10 04:21:03,20415,0,0.0417,PER
2023-03-09,64321,1718,0,0,0,0,2023-03-10 04:21:03,62603,0,0.0267,PER
2023-03-09,29033,1140,0,0,0,0,2023-03-10 04:21:03,27893,0,0.0393,PER
2023-03-09,181347,13228,0,0,0,0,2023-03-10 04:21:03,168119,0,0.0729,PER
2023-03-09,78232,4843,0,0,0,0,2023-03-10 04:21:03,73389,0,0.0619,PER
2023-03-09,70196,3239,0,0,0,0,2023-03-10 04:21:03,66957,0,0.0461,PER
2023-03-09,66032,2256,0,0,0,0,2023-03-10 04:21:03,63776,0,0.0342,PER
2023-03-09,33866,1752,0,0,0,0,2023-03-10 04:21:03,32114,0,0.0517,PER
2023-03-09,45826,3301,0,0,0,0,2023-03-10 04:21:03,42525,0,0.072,PER
2023-03-09,2784,195,0,287,1,0,2023-03-10 04:21:03,2589,286,0.07,PER
2023-03-09,4077452,66188,0,150,12,0,2023-03-10 04:21:03,4011264,138,0.0162,PHL
2023-03-09,6444960,119010,0,3459,21,0,2023-03-10 04:21:03,6325950,3438,0.0185,POL
2023-03-09,5570473,26266,0,0,0,0,2023-03-10 04:21:03,5544207,0,0.0047,PRT
2023-03-09,495090,688,0,108,0,0,2023-03-10 04:21:03,494402,108,0.0014,QAT
2023-03-09,3346046,67736,0,0,0,0,2023-03-10 04:21:03,3278310,0,0.0202,ROU
2023-03-09,54892,1029,0,18,0,0,2023-03-10 04:21:03,53863,18,0.0187,RUS
2023-03-09,320691,8861,0,95,0,0,2023-03-10 04:21:03,311830,95,0.0276,RUS
2023-03-09,40254,631,0,9,0,0,2023-03-10 04:21:03,39623,9,0.0157,RUS
2023-03-09,129144,766,0,60,0,0,2023-03-10 04:21:03,128378,60,0.0059,RUS
2023-03-09,277116,1795,0,148,0,0,2023-03-10 04:21:03,275321,148,0.0065,RUS
2023-03-09,134664,3121,0,36,0,0,2023-03-10 04:21:03,131543,36,0.0232,RUS
2023-03-09,356814,6020,0,192,1,0,2023-03-10 04:21:03,350794,191,0.0169,RUS
2023-03-09,168582,2336,0,73,1,0,2023-03-10 04:21:03,166246,72,0.0139,RUS
2023-03-09,188152,4146,0,89,0,0,2023-03-10 04:21:03,184006,89,0.022,RUS
2023-03-09,155600,3124,0,20,0,0,2023-03-10 04:21:03,152476,20,0.0201,RUS
2023-03-09,47057,1076,0,3,0,0,2023-03-10 04:21:03,45981,3,0.0229,RUS
2023-03-09,404282,8277,0,245,0,0,2023-03-10 04:21:03,396005,245,0.0205,RUS
2023-03-09,7457,45,0,7,0,0,2023-03-10 04:21:03,7412,7,0.006,RUS
